ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,ismarker,files
36848,16,2,0.0426,Oxalophagus oxalicus,[],0,[]
36850,2,1,0.0053,Clostridium quinii,[],0,[]
36854,135,2,0.3595,Desulfitobacterium dehalogenans,[],0,[]
36855,17,4,0.0453,Brucella canis,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/36855/Brucella canis""}]",0,[]
36873,29,1,0.0772,Paraburkholderia xenovorans,[],0,[]
36874,810,11,2.1571,Porphyromonas cangingivalis,"[{""anno"":""interacts w/ 1 drugs"",""dbtype"":""drugbug-db"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/36874""}]",0,[]
36875,6,1,0.016,Porphyromonas canoris,[],0,[]
37372,321,2,0.8549,Helicobacter bilis,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Helicobacter_bilis_ATCC_43879.mat', '../AGORA-2.01\\reconstructions\\mat\\Helicobacter_bilis_WiWa.mat']"
37482,2,1,0.0053,Laceyella sacchari,[],0,[]
37636,51,2,0.1358,Thermus scotoductus,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Thermus_scotoductus_DSM_8553.mat', '../AGORA-2.01\\reconstructions\\mat\\Thermus_scotoductus_K1_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Thermus_scotoductus_KI2.mat', '../AGORA-2.01\\reconstructions\\mat\\Thermus_scotoductus_SA_01.mat']"
37692,16,2,0.0426,Candidatus Phytoplasma mali,"[{""dbtype"":""drugbug-db"",""anno"":""interacts w/ 106 drugs"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/37692""}]",0,[]
37734,1956,28,5.2091,Enterococcus casseliflavus,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Enterococcus_casseliflavus_ATCC_12755.mat', '../AGORA-2.01\\reconstructions\\mat\\Enterococcus_casseliflavus_EC10.mat', '../AGORA-2.01\\reconstructions\\mat\\Enterococcus_casseliflavus_EC20.mat', '../AGORA-2.01\\reconstructions\\mat\\Enterococcus_casseliflavus_EC30.mat']"
37915,16,1,0.0426,Dietzia maris,[],0,[]
37916,28,1,0.0746,Mycobacterium chlorophenolicum,[],0,[]
37922,2,1,0.0053,Nesterenkonia halobia,[],0,[]
37923,30,5,0.0799,Kocuria kristinae,[],0,[]
37928,45,2,0.1198,Arthrobacter crystallopoietes,[],0,[]
37930,2,1,0.0053,Glutamicibacter protophormiae,[],0,[]
38284,70,6,0.1864,Corynebacterium accolens,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_accolens_AH4003.mat', '../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_accolens_ATCC_49725.mat']"
38286,46,2,0.1225,Corynebacterium afermentans,[],0,[]
38288,47,3,0.1252,Corynebacterium genitalium,[],0,[]
38289,118,8,0.3142,Corynebacterium jeikeium,"[{""anno"":""interacts w/ 3 drugs"",""dbtype"":""drugbug-db"",""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/38289""}]",0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_jeikeium_Cj30184_10.mat']
38293,344,1,0.9161,Photobacterium damselae,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Photobacterium_damselae_Phdp_Wu_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Photobacterium_damselae_subsp_damselae_CIP_102761.mat', '../AGORA-2.01\\reconstructions\\mat\\Photobacterium_damselae_subsp_damselae_KC_Na_1.mat']"
38301,65,4,0.1731,Corynebacterium minutissimum,[],0,[]
38302,2,1,0.0053,Corynebacterium mycetoides,[],0,[]
38303,2,1,0.0053,Corynebacterium pseudogenitalium,[],0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_pseudogenitalium_ATCC_33035.mat']
38304,1116,14,2.972,Corynebacterium tuberculostearicum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_tuberculostearicum_SK141.mat']
38310,2,1,0.0053,Rhodococcus coprophilus,[],0,[]
38311,2,1,0.0053,Rhodococcus marinonascens,[],0,[]
38313,403,3,1.0732,Shewanella algae,[],0,[]
38322,18,1,0.0479,Pseudothermotoga elfii,[],0,[]
38875,3,1,0.008,Bacillus oleronius,[],0,[]
38986,541,17,1.4407,Acholeplasma palmae,[],0,[]
39029,812,11,2.1625,Megasphaera cerevisiae,[],0,[]
39441,14,3,0.0373,Methanobrevibacter arboriphilus,[],0,[]
39480,48,1,0.1278,[Eubacterium] angustum,[],0,[]
39482,8,2,0.0213,[Eubacterium] contortum,[],0,[]
39483,3039,37,8.0932,Faecalitalea cylindroides,[],3,['../AGORA-2.01\\reconstructions\\mat\\Faecalitalea_cylindroides_ATCC_27803.mat']
39484,12604,56,33.5659,Eubacterium desmolans,[],0,['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_desmolans_ATCC_43058.mat']
39485,22098,77,58.8495,[Eubacterium] eligens,[],19,['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_eligens_ATCC_27750.mat']
39486,21318,74,56.7723,Dorea formicigenerans,[],18,"['../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_4_6_53AFAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ATCC_27755.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR1022384.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR1203975.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR1204069.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR2221255.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR2221257.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR2221275.mat', '../AGORA-2.01\\reconstructions\\mat\\Dorea_formicigenerans_ERR2230157.mat']"
39487,112,6,0.2983,Atopobium fossor,[],0,[]
39488,21059,68,56.0826,[Eubacterium] hallii,[],15,"['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_hallii_DSM_3353.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_hallii_L2_7.mat']"
39489,331,4,0.8815,Clostridium moniliforme,[],0,[]
39490,16203,68,43.1505,Eubacterium ramulus,[],15,"['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_ramulus_ATCC_29099.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_ramulus_ERR1022349.mat']"
39491,23670,72,63.036,[Eubacterium] rectale,[],17,"['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ATCC_33656.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_DSM_17629.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR1022318.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR1022399.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR1022482.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR1203958.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR1204052.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR2221160.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_ERR2230060.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_rectale_M104_1.mat']"
39492,16237,70,43.241,[Eubacterium] siraeum,[],13,"['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_siraeum_70_3.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_siraeum_DSM_15702.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_siraeum_V10Sc8a.mat']"
39493,374,5,0.996,Clostridium tarantellae,[],0,[]
39494,24,3,0.0639,[Eubacterium] tortuosum,[],0,[]
39496,17138,71,45.6405,Eubacterium ventriosum,[],22,['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_ventriosum_ATCC_27560.mat']
39497,6633,38,17.6644,Eubacterium xylanophilum,[],0,[]
39498,8,4,0.0213,[Eubacterium] yurii,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Eubacterium_yurii_ATCC_43714.mat', '../AGORA-2.01\\reconstructions\\mat\\Eubacterium_yurii_subsp_margaretiae_ATCC_43715.mat']"
39595,4,2,0.0107,Microlunatus sp.,[],0,[]
39645,6,3,0.016,Mesorhizobium ciceri,[],0,[]
39766,324,1,0.8628,Sulfurimonas denitrificans,[],0,[]
39777,9397,41,25.0253,Veillonella atypica,[],10,"['../AGORA-2.01\\reconstructions\\mat\\Veillonella_atypica_ACS_049_V_Sch6.mat', '../AGORA-2.01\\reconstructions\\mat\\Veillonella_atypica_ACS_134_V_Col7a.mat', '../AGORA-2.01\\reconstructions\\mat\\Veillonella_atypica_KON.mat']"
39778,13357,57,35.5712,Veillonella dispar,[],7,['../AGORA-2.01\\reconstructions\\mat\\Veillonella_dispar_ATCC_17748.mat']
39791,15,4,0.0399,Corynebacterium glucuronolyticum,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_glucuronolyticum_ATCC_51866.mat', '../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_glucuronolyticum_ATCC_51867.mat']"
39950,1926,32,5.1292,Dialister pneumosintes,[],1,['../AGORA-2.01\\reconstructions\\mat\\Dialister_pneumosintes_F0677.mat']
40091,2,1,0.0053,Helcococcus kunzii,[],0,[]
40214,611,5,1.6272,Acinetobacter johnsonii,"[{""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/40214/Acinetobacter johnsonii""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_johnsonii_ANC_3681.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_johnsonii_CIP_64_6.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_johnsonii_SH046.mat']"
40215,508,12,1.3529,Acinetobacter junii,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_junii_CIP_107470.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_junii_CIP_64_5.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_junii_NIPH_182.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_junii_SH205.mat']"
40216,10,3,0.0266,Acinetobacter radioresistens,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_DSM_6976.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_NIPH_2130.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_SH164.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_SK82.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_TG02010.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_radioresistens_WC_A_157.mat']"
40324,463,9,1.233,Stenotrophomonas maltophilia,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 11 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/40324/Stenotrophomonas maltophilia""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_Ab55555.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_ATCC_19867.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_AU12_09.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_D457.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_EPM1.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_ISMMS3.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_K279a.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_PML168.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_R551_3.mat', '../AGORA-2.01\\reconstructions\\mat\\Stenotrophomonas_maltophilia_RR_10.mat']"
40518,19521,75,51.9867,Ruminococcus bromii,"[{""url"":""http://www.bugdrug-db.info/#/viewNetwork/taxa/40518"",""anno"":""interacts w/ 54 drugs"",""dbtype"":""drugbug-db""}]",17,"['../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_bromii_ATCC_27255.mat', '../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_bromii_ERR1022486.mat', '../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_bromii_ERR2221220.mat', '../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_bromii_L2_63.mat']"
40519,14237,71,37.9148,Ruminococcus callidus,[],18,['../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_callidus_ATCC_2776001.mat']
40520,25869,80,68.8921,Blautia obeum,[],15,['../AGORA-2.01\\reconstructions\\mat\\Blautia_obeum_ATCC_29174.mat']
40542,390,7,1.0386,Leptotrichia buccalis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Leptotrichia_buccalis_C_1013_b.mat']
40543,47,7,0.1252,Sneathia sanguinegens,[],0,['../AGORA-2.01\\reconstructions\\mat\\Sneathia_sanguinegens_CCUG41628.mat']
40545,3999,38,10.6498,Sutterella wadsworthensis,[],10,"['../AGORA-2.01\\reconstructions\\mat\\Sutterella_wadsworthensis_2_1_59BFAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Sutterella_wadsworthensis_3_1_45B.mat', '../AGORA-2.01\\reconstructions\\mat\\Sutterella_wadsworthensis_ERR1203961.mat', '../AGORA-2.01\\reconstructions\\mat\\Sutterella_wadsworthensis_ERR1204055.mat', '../AGORA-2.01\\reconstructions\\mat\\Sutterella_wadsworthensis_HGA0223.mat']"
40681,129,6,0.3435,Sphingomonas asaccharolytica,[],0,[]
40682,4,2,0.0107,Sphingomonas mali,[],0,[]
41114,168,7,0.4474,Actinobacillus sp.,[],0,[]
41276,432,7,1.1505,Brevundimonas vesicularis,[],0,[]
41976,581,8,1.5473,Porphyromonas catoniae,[],0,[]
41978,9,3,0.024,Ruminococcus sp.,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_sp_5_1_39BFAA.mat', '../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_sp_SR1_5.mat']"
41986,24,1,0.0639,Agromyces mediolanus,[],0,[]
42055,4,1,0.0107,Chromohalobacter marismortui,[],0,[]
42235,4,1,0.0107,Streptomyces bottropensis,[],0,[]
42256,360,2,0.9587,Rubrobacter radiotolerans,[],0,['../AGORA-2.01\\reconstructions\\mat\\Rubrobacter_radiotolerans_DSM_5868.mat']
42448,6,1,0.016,Anaerobranca horikoshii,[],0,[]
42565,433,2,1.1531,Halomonas salina,[],0,[]
42838,21,1,0.0559,Ammonifex degensii,[],0,[]
43131,746,15,1.9867,Tissierella praeacuta,[],0,[]
43143,167,5,0.4447,Tissierella creatinini,[],0,[]
43263,405,4,1.0786,Pseudomonas alcaligenes,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/43263/Pseudomonas alcaligenes""}]",0,[]
43305,15,2,0.0399,Butyrivibrio proteoclasticus,[],0,['../AGORA-2.01\\reconstructions\\mat\\Butyrivibrio_proteoclasticus_B316.mat']
43669,3,1,0.008,Brachybacterium faecium,[],0,[]
43675,2135,25,5.6858,Rothia mucilaginosa,[],5,"['../AGORA-2.01\\reconstructions\\mat\\Rothia_mucilaginosa_ATCC_25296.mat', '../AGORA-2.01\\reconstructions\\mat\\Rothia_mucilaginosa_DY_18.mat', '../AGORA-2.01\\reconstructions\\mat\\Rothia_mucilaginosa_M508.mat', '../AGORA-2.01\\reconstructions\\mat\\Rothia_mucilaginosa_NUM_Rm6536.mat']"
43765,2,1,0.0053,Corynebacterium amycolatum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_amycolatum_SK46.mat']
43767,315,1,0.8389,Rhodococcus equi,"[{""url"":""http://mvp.medgenius.info/microbes/43767/Rhodococcus equi"",""dbtype"":""MVP"",""anno"":""assoc w/ 8 phage clusters""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Rhodococcus_equi_103S.mat', '../AGORA-2.01\\reconstructions\\mat\\Rhodococcus_equi_ATCC_33707.mat', '../AGORA-2.01\\reconstructions\\mat\\Rhodococcus_equi_NBRC_101255.mat']"
43768,20,3,0.0533,Corynebacterium matruchotii,[],0,"['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_matruchotii_ATCC_14266.mat', '../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_matruchotii_ATCC_33806.mat', '../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_matruchotii_NCTC10254.mat']"
43769,18,3,0.0479,Corynebacterium propinquum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_propinquum_DSM_44285.mat']
43770,360,13,0.9587,Corynebacterium striatum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Corynebacterium_striatum_ATCC_6940.mat']
43771,39,4,0.1039,Corynebacterium urealyticum,[],0,[]
43948,339,2,0.9028,Tolumonas auensis,[],0,[]
43990,2,1,0.0053,Corynebacterium segmentosum,[],0,[]
43992,4,2,0.0107,Bradyrhizobium liaoningense,[],0,[]
43995,2,1,0.0053,Johnsonella ignava,[],0,['../AGORA-2.01\\reconstructions\\mat\\Johnsonella_ignava_ATCC_51276.mat']
43997,333,2,0.8868,Catonella morbi,[],0,['../AGORA-2.01\\reconstructions\\mat\\Catonella_morbi_ATCC_51271.mat']
44008,8,3,0.0213,Enterococcus cecorum,[],0,['../AGORA-2.01\\reconstructions\\mat\\Enterococcus_cecorum_DSM_20682.mat']
44009,12,4,0.032,Enterococcus dispar,[],0,['../AGORA-2.01\\reconstructions\\mat\\Enterococcus_dispar_ATCC_51266.mat']
44032,15,1,0.0399,Streptomyces macrosporus,[],0,[]
44250,2,1,0.0053,Paenibacillus alvei,[],0,['../AGORA-2.01\\reconstructions\\mat\\Paenibacillus_alvei_DSM_29.mat']
44255,56,2,0.1491,Bradyrhizobium oligotrophicum,[],0,[]
44256,15,4,0.0399,Caldanaerobius polysaccharolyticus,[],0,[]
44676,369,2,0.9827,Geothrix fermentans,[],0,[]
44742,829,13,2.2077,Desulfovibrio fairfieldensis,"[{""url"":""http://mvp.medgenius.info/microbes/44742/Desulfovibrio fairfieldensis"",""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP""}]",0,[]
44749,11316,51,30.1358,Sporobacter termitidis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Sporobacter_termitidis_DSM_10068.mat']
44933,724,3,1.9281,Halomonas cupida,[],0,[]
44935,2,1,0.0053,Halomonas venusta,[],0,[]
45064,2,1,0.0053,Legionella fairfieldensis,[],0,[]
45067,384,4,1.0226,Legionella lansingensis,[],0,[]
45242,15,4,0.0399,Capnocytophaga granulosa,[],0,['../AGORA-2.01\\reconstructions\\mat\\Capnocytophaga_granulosa_ATCC_51502.mat']
45254,92,3,0.245,Dysgonomonas capnocytophagoides,[],0,[]
45393,3,1,0.008,Methylophilus leisingeri,[],0,[]
45465,333,2,0.8868,Vogesella indigofera,[],0,[]
45634,128,4,0.3409,Streptococcus cristatus,[],2,"['../AGORA-2.01\\reconstructions\\mat\\Streptococcus_cristatus_ATCC_51100.mat', '../AGORA-2.01\\reconstructions\\mat\\Streptococcus_cristatus_LRIIBV4.mat']"
45851,1231,24,3.2783,Butyrivibrio crossotus,[],11,['../AGORA-2.01\\reconstructions\\mat\\Butyrivibrio_crossotus_DSM_2876.mat']
45979,2,1,0.0053,Nocardia pseudobrasiliensis,[],0,[]
46124,1188,12,3.1638,Granulicatella adiacens,[],5,['../AGORA-2.01\\reconstructions\\mat\\Granulicatella_adiacens_ATCC_49175.mat']
46125,370,4,0.9854,Abiotrophia defectiva,[],1,['../AGORA-2.01\\reconstructions\\mat\\Abiotrophia_defectiva_ATCC_49176.mat']
46203,21,2,0.0559,Actinocorallia glomerata,[],0,[]
46204,2,1,0.0053,Actinocorallia aurantiaca,[],0,[]
46206,45,4,0.1198,Pseudobutyrivibrio ruminis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Pseudobutyrivibrio_ruminis_AD2017.mat']
46228,13962,62,37.1824,Ruminococcus lactaris,[],19,['../AGORA-2.01\\reconstructions\\mat\\Ruminococcus_lactaris_ATCC_29176.mat']
46240,18,5,0.0479,Paenibacillus apiarius,[],0,[]
46469,4,1,0.0107,Orenia marismortui,[],0,[]
46503,20648,79,54.988,Parabacteroides merdae,[],13,"['../AGORA-2.01\\reconstructions\\mat\\Parabacteroides_merdae_ATCC_43184.mat', '../AGORA-2.01\\reconstructions\\mat\\Parabacteroides_merdae_CL03T12C32.mat', '../AGORA-2.01\\reconstructions\\mat\\Parabacteroides_merdae_CL09T00C40.mat', '../AGORA-2.01\\reconstructions\\mat\\Parabacteroides_merdae_ERR1022364.mat', '../AGORA-2.01\\reconstructions\\mat\\Parabacteroides_merdae_ERR2230111.mat']"
46506,20717,78,55.1718,Bacteroides stercoris,[],14,"['../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ATCC_43183.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_CC31F.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR1203945.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR1204039.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230062.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230094.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230103.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230124.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230142.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_stercoris_ERR2230162.mat']"
46609,11,1,0.0293,Clostridium pascui,[],0,[]
46610,61,2,0.1625,Geobacter sp.,[],0,[]
46867,267,4,0.7111,Clostridium chauvoei,[],0,['../AGORA-2.01\\reconstructions\\mat\\Clostridium_chauvoei_JF4335.mat']
46914,364,3,0.9694,Devosia riboflavina,[],0,[]
47246,1903,19,5.0679,[Clostridium] viride,[],0,['../AGORA-2.01\\reconstructions\\mat\\Clostridium_viride_DSM_6836.mat']
47311,6,2,0.016,Methanobrevibacter cuticularis,[],0,[]
47312,5,1,0.0133,Tsukamurella pulmonis,[],0,[]
47478,4,1,0.0107,Deinococcus sp.,[],0,[]
47493,6,2,0.016,Lactobacillus panis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_panis_DSM_6035.mat']
47497,2,1,0.0053,Pedomicrobium ferrugineum,[],0,[]
47498,47,2,0.1252,Pedomicrobium manganicum,[],0,[]
47671,361,5,0.9614,Lautropia mirabilis,[],0,['../AGORA-2.01\\reconstructions\\mat\\Lautropia_mirabilis_ATCC_51599.mat']
47678,22345,81,59.5073,Bacteroides caccae,[],11,"['../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_ATCC_43185.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_CL03T12C61.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_ERR1022396.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_ERR1022460.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_ERR2221107.mat', '../AGORA-2.01\\reconstructions\\mat\\Bacteroides_caccae_ERR2221357.mat']"
47715,484,27,1.2889,Lactobacillus rhamnosus,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 8 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/47715/Lactobacillus rhamnosus""}]",1,"['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_ATCC_21052.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_ATCC_8530.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_ERR1203919.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_ERR2221226.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_GG_ATCC_53103.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_HN001.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_Lc_705.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_LMS2_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_LRHMDP2.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_LRHMDP3.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_rhamnosus_R0011.mat']"
47770,691,21,1.8402,Lactobacillus crispatus,[],4,"['../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_125_2_CHN.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_214_1.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_CTV_05.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_FB049_03.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_FB077_07.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_JV_V01.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_MV_1A_US.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_MV_3A_US.mat', '../AGORA-2.01\\reconstructions\\mat\\Lactobacillus_crispatus_ST1.mat']"
47846,3,1,0.008,Brachybacterium conglomeratum,[],0,[]
47847,6,2,0.016,Brachybacterium nesterenkovii,[],0,[]
47863,2,1,0.0053,Micromonospora globosa,[],0,[]
47877,409,5,1.0892,Pseudomonas amygdali,[],0,[]
47879,2,1,0.0053,Pseudomonas corrugata,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 2 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/47879/Pseudomonas corrugata""}]",0,[]
47880,669,9,1.7816,Pseudomonas fulva,[],0,[]
47884,617,18,1.6431,Pseudomonas taetrolens,[],0,[]
48076,19,1,0.0506,Marinobacterium georgiense,[],0,[]
48256,109,11,0.2903,[Clostridium] hungatei,[],0,[]
48296,38,4,0.1012,Acinetobacter pittii,"[{""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/48296/Acinetobacter pittii""}]",0,"['../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_ANC_3678.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_ANC_4050.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_ANC_4052.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_AP_882.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_CIP_70_29.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_D499.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_IEC338SC.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_TG6411.mat', '../AGORA-2.01\\reconstructions\\mat\\Acinetobacter_pittii_WC_136.mat']"
48466,390,2,1.0386,Prosthecobacter vanneervenii,[],0,[]
48467,554,7,1.4754,Prosthecobacter debontii,[],0,[]
48936,3,1,0.008,Novosphingobium subterraneum,[],0,[]
